Początek okresu raportowania,Koniec okresu raportowania,Nazwa kampanii,Wyświetlenia w kampanii,Wyniki,Wskaźnik wyników,Koszt wyników,Budżet zestawu reklam,Typ budżetu zestawu reklam,Wydana kwota (USD),Wyświetlenia,Zasięg,Zakończenie,Ustawienie atrybucji
2025-12-23,2025-12-23,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-23,2025-12-23,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-22,2025-12-22,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-21,2025-12-21,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-20,2025-12-20,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-19,2025-12-19,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-18,2025-12-18,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-17,2025-12-17,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-16,2025-12-16,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-15,2025-12-15,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-14,2025-12-14,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-13,2025-12-13,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-12,2025-12-12,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-11,2025-12-11,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2025-12-11,2025-12-11,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
